Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/06 7:18:01 PM GMT+5:30,67,Others,Few times a month,Clothing and Fashion;Home and Kitchen,Yes,Rarely,Keyword,First page,4,No,Often,Changed my mind or no longer need the item,Always,No,Never,Sometimes,3,Sometimes,2,2,Wide product selection,Irrelevant product suggestions,347962
2023/06/05 9:56:02 PM GMT+5:30,18,Others,Once a month,Beauty and Personal Care,Yes,Few times a month,Keyword,First page,2,Yes,Rarely,High shipping costs,Sometimes,No,Moderately,Sometimes,2,Sometimes,1,2,Customer service ,.,131715
2023/06/07 12:36:04 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;others,Sometimes,Few times a week,categories,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,1,Yes,4,4,Quick delivery,User interface ,269359
2023/06/11 10:58:09 PM GMT+5:30,11,Male,Few times a month,Clothing and Fashion,Yes,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,others,Often,Yes,Moderately,No,2,Yes,4,4,Competitive prices,I don't have any problem with Amazon,707753
2023/06/04 11:12:15 PM GMT+5:30,28,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Few times a month,Filter,First page,5,Yes,Often,others,Rarely,Yes,Occasionally,Sometimes,4,Yes,1,2,User-friendly website/app interface,User interface of app,293078
2023/06/07 10:09:54 PM GMT+5:30,31,Prefer not to say,Less than once a month,Clothing and Fashion,Yes,Few times a week,categories,First page,5,No,Never,Found a better price elsewhere,Sometimes,No,Moderately,Yes,5,Yes,3,5,Product recommendations,I don't have any problem with Amazon,811357
2023/06/09 10:22:03 AM GMT+5:30,40,Others,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,others,First page,1,No,Always,High shipping costs,Often,Yes,Occasionally,Sometimes,1,No,1,5,.,UI,318514
2023/06/05 8:50:24 PM GMT+5:30,22,Others,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,First page,2,Yes,Often,Found a better price elsewhere,Never,Yes,Heavily,No,2,No,1,4,Customer service,UI,903824
2023/06/08 4:29:56 PM GMT+5:30,10,Others,Multiple times a week,Home and Kitchen;others,No,Few times a month,categories,First page,1,Yes,Always,High shipping costs,Never,Yes,Moderately,Sometimes,1,Sometimes,2,1,Wide product selection,Product quality and accuracy,880842
2023/06/06 9:08:39 PM GMT+5:30,67,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a month,categories,Multiple pages,5,No,Sometimes,others,Rarely,Yes,Moderately,Sometimes,5,Yes,1,1,Quick delivery,User interface ,447973
2023/06/05 3:28:01 PM GMT+5:30,12,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,Filter,First page,2,No,Never,Changed my mind or no longer need the item,Often,No,Heavily,Yes,5,Sometimes,4,1,Competitive prices,User interface ,704629
2023/06/07 12:27:12 PM GMT+5:30,62,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Keyword,First page,1,No,Often,High shipping costs,Never,No,Heavily,No,4,Sometimes,4,2,.,Nil,794405
2023/06/07 9:19:23 AM GMT+5:30,38,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Rarely,Keyword,First page,3,Yes,Rarely,High shipping costs,Never,Yes,Heavily,Yes,1,No,5,5,Competitive prices,I have no problem with Amazon yet. But others tell me about the refund issues ,791136
2023/06/06 3:02:38 PM GMT+5:30,32,Female,Once a month,others,Yes,Multiple times a day,nan,Multiple pages,5,Maybe,Sometimes,Found a better price elsewhere,Never,No,Heavily,Yes,3,Yes,4,5,Customer service ,Customer service responsiveness,544877
2023/06/09 8:10:05 AM GMT+5:30,11,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Filter,Multiple pages,5,Yes,Always,Changed my mind or no longer need the item,Rarely,Yes,Moderately,No,2,No,5,3,All the above,No problems with Amazon,283135
2023/06/08 7:50:55 PM GMT+5:30,25,Others,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few times a month,nan,Multiple pages,2,Yes,Never,High shipping costs,Always,Yes,Rarely,Sometimes,5,Yes,5,3,Customer service ,I don't have any problem with Amazon,176743
2023/06/05 4:46:52 PM GMT+5:30,28,Prefer not to say,Multiple times a week,Home and Kitchen,No,Few times a week,others,Multiple pages,2,No,Sometimes,others,Sometimes,Yes,Never,Yes,2,No,1,1,Customer service ,better app interface and lower shipping charges,944431
2023/06/04 5:28:06 PM GMT+5:30,47,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Rarely,categories,First page,4,No,Never,others,Sometimes,Yes,Occasionally,Yes,2,Sometimes,5,5,Quick delivery,No problems with Amazon,408080
2023/06/08 5:28:09 PM GMT+5:30,52,Prefer not to say,Less than once a month,Clothing and Fashion,Yes,Rarely,categories,First page,4,Yes,Never,High shipping costs,Sometimes,Yes,Never,Sometimes,4,Yes,4,4,Customer service,Scrolling option would be much better than going to next page,719421
2023/06/12 3:27:59 PM GMT+5:30,45,Others,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a month,categories,First page,4,No,Often,High shipping costs,Rarely,Yes,Rarely,No,1,Yes,3,3,Competitive prices,Add more familiar brands to the list,665463
2023/06/07 9:23:41 PM GMT+5:30,58,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Rarely,Filter,Multiple pages,1,Yes,Never,Found a better price elsewhere,Never,Yes,Rarely,No,1,Yes,5,4,Wide product selection,Product quality and accuracy,277917
2023/06/08 5:42:27 PM GMT+5:30,26,Others,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Filter,First page,4,Maybe,Rarely,Found a better price elsewhere,Always,No,Rarely,Yes,4,No,4,5,User-friendly website/app interface,Customer service responsiveness,860049
2023/06/07 11:46:52 AM GMT+5:30,5,Prefer not to say,Less than once a month,Clothing and Fashion,No,Few times a month,Filter,Multiple pages,5,No,Rarely,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Sometimes,5,Sometimes,1,1,Wide product selection,Nil,545461
2023/06/11 11:04:55 PM GMT+5:30,44,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Rarely,Keyword,First page,4,Yes,Sometimes,Changed my mind or no longer need the item,Always,No,Occasionally,Yes,1,Yes,1,4,Quick delivery,.,731648
2023/06/06 6:35:33 PM GMT+5:30,64,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a month,nan,Multiple pages,2,Yes,Rarely,Found a better price elsewhere,Never,Yes,Moderately,No,3,Sometimes,5,3,.,No problems with Amazon,262908
2023/06/12 3:54:44 PM GMT+5:30,60,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,Keyword,Multiple pages,1,Maybe,Rarely,Found a better price elsewhere,Never,Yes,Heavily,Sometimes,1,No,5,4,All the above,Irrelevant product suggestions,607675
2023/06/16 9:16:05 AM GMT+5:30,48,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,nan,Multiple pages,1,Yes,Sometimes,others,Often,No,Never,No,1,Sometimes,4,5,Product recommendations,I don't have any problem with Amazon,601464
2023/06/07 3:56:01 PM GMT+5:30,29,Male,Once a month,Clothing and Fashion,Yes,Multiple times a day,categories,Multiple pages,4,No,Often,others,Rarely,No,Occasionally,No,5,Sometimes,3,5,All the above,Nil,110100
2023/06/08 10:54:00 AM GMT+5:30,64,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,Yes,Rarely,Filter,Multiple pages,5,No,Always,Changed my mind or no longer need the item,Sometimes,Yes,Never,Yes,5,Sometimes,5,4,Wide product selection,Reducing packaging waste,608182
2023/06/07 2:40:30 PM GMT+5:30,45,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a week,categories,Multiple pages,1,Maybe,Often,High shipping costs,Sometimes,No,Rarely,Yes,2,No,4,2,Competitive prices,Customer service responsiveness,301090
2023/06/09 3:10:36 PM GMT+5:30,65,Female,Once a week,Groceries and Gourmet Food;Home and Kitchen;others,No,Rarely,Keyword,Multiple pages,3,No,Rarely,High shipping costs,Never,No,Moderately,No,1,Yes,2,1,Customer service ,Irrelevant product suggestions,851304
2023/06/11 11:16:58 PM GMT+5:30,38,Female,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen,Yes,Few times a week,others,Multiple pages,1,Yes,Rarely,High shipping costs,Sometimes,No,Occasionally,Sometimes,3,Sometimes,1,3,User-friendly website/app interface,Customer service responsiveness,815914
2023/06/06 9:08:39 PM GMT+5:30,39,Others,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Multiple times a day,others,Multiple pages,1,No,Never,others,Sometimes,Yes,Rarely,Yes,2,No,4,4,Wide product selection,better app interface and lower shipping charges,970204
2023/06/07 9:16:59 PM GMT+5:30,59,Prefer not to say,Once a week,Beauty and Personal Care;Home and Kitchen;others,No,Multiple times a day,nan,First page,1,Maybe,Always,Found a better price elsewhere,Often,Yes,Moderately,Yes,4,No,5,5,User-friendly website/app interface,Shipping speed and reliability,300015
2023/06/10 11:21:59 PM GMT+5:30,53,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,others,First page,4,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Never,Sometimes,5,Sometimes,2,4,User-friendly website/app interface,UI,640260
2023/06/12 2:43:30 PM GMT+5:30,63,Others,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a week,categories,Multiple pages,2,Maybe,Often,Found a better price elsewhere,Never,Yes,Never,No,3,Yes,4,5,All the above,.,351065
2023/06/08 7:00:57 AM GMT+5:30,46,Female,Once a week,Beauty and Personal Care;others,No,Few times a month,Filter,First page,2,No,Sometimes,Changed my mind or no longer need the item,Rarely,No,Heavily,Yes,1,Sometimes,4,3,Customer service ,better app interface and lower shipping charges,888767
2023/06/09 10:30:39 AM GMT+5:30,50,Male,Less than once a month,Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,nan,First page,4,Yes,Always,High shipping costs,Always,No,Heavily,Yes,2,Yes,3,4,Quick delivery,Irrelevant product suggestions,908558
2023/06/04 11:12:15 PM GMT+5:30,25,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a month,nan,Multiple pages,4,Yes,Always,High shipping costs,Always,No,Heavily,No,2,Sometimes,4,4,Customer service ,I don't have any problem with Amazon,567054
2023/06/04 10:24:47 PM GMT+5:30,53,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,Filter,First page,3,No,Often,High shipping costs,Sometimes,Yes,Moderately,No,1,No,4,4,Product recommendations,better app interface and lower shipping charges,857373
2023/06/07 1:00:09 PM GMT+5:30,61,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Few times a week,others,Multiple pages,4,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,Yes,Never,Sometimes,2,Sometimes,3,1,Product recommendations,No problems with Amazon,398412
2023/06/05 4:49:43 PM GMT+5:30,50,Others,Once a month,Clothing and Fashion,Sometimes,Rarely,categories,Multiple pages,1,Maybe,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Yes,1,No,1,5,.,Irrelevant product suggestions,953767
2023/06/05 8:46:09 PM GMT+5:30,64,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Keyword,First page,5,Maybe,Often,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,2,Yes,4,4,.,I have no problem with Amazon yet. But others tell me about the refund issues ,569355
2023/06/06 11:20:53 AM GMT+5:30,57,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,nan,Multiple pages,1,Maybe,Always,others,Always,Yes,Occasionally,Sometimes,3,No,1,2,Quick delivery,I have no problem with Amazon yet. But others tell me about the refund issues ,952673
2023/06/16 9:16:05 AM GMT+5:30,48,Prefer not to say,Once a month,Beauty and Personal Care;others,No,Multiple times a day,Filter,Multiple pages,4,Yes,Often,High shipping costs,Sometimes,Yes,Occasionally,Yes,1,No,2,5,Competitive prices,UI,803853
2023/06/08 6:01:31 PM GMT+5:30,62,Others,Few times a month,Home and Kitchen;others,Yes,Few times a month,Filter,First page,4,No,Rarely,High shipping costs,Rarely,Yes,Rarely,Sometimes,5,No,2,5,Wide product selection,Quality of product is very poor according to the big offers,499346
2023/06/06 7:16:28 PM GMT+5:30,7,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Rarely,Filter,First page,2,Yes,Sometimes,Changed my mind or no longer need the item,Always,Yes,Occasionally,No,2,Yes,4,4,Quick delivery,No problems with Amazon,702248
2023/06/06 7:19:43 PM GMT+5:30,41,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,nan,Multiple pages,3,No,Always,High shipping costs,Sometimes,Yes,Moderately,Yes,5,Sometimes,5,1,Customer service,Quality of product is very poor according to the big offers,309836
2023/06/09 4:28:58 PM GMT+5:30,60,Others,Multiple times a week,Groceries and Gourmet Food,No,Few times a month,others,Multiple pages,1,No,Sometimes,Changed my mind or no longer need the item,Always,No,Heavily,Sometimes,4,Sometimes,4,3,All the above,User interface ,262702
2023/06/08 5:20:57 PM GMT+5:30,40,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,2,No,Sometimes,High shipping costs,Rarely,No,Moderately,Yes,2,No,2,2,Wide product selection,Reducing packaging waste,818365
2023/06/07 11:47:07 AM GMT+5:30,34,Female,Less than once a month,Clothing and Fashion,Sometimes,Rarely,others,Multiple pages,4,No,Rarely,Found a better price elsewhere,Never,Yes,Occasionally,No,2,Yes,3,1,.,better app interface and lower shipping charges,378786
2023/06/07 11:54:03 AM GMT+5:30,13,Male,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Rarely,others,First page,2,Maybe,Sometimes,Changed my mind or no longer need the item,Always,No,Heavily,Yes,4,Yes,5,4,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues ,756556
2023/06/07 11:06:40 PM GMT+5:30,25,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,others,First page,5,Maybe,Always,High shipping costs,Sometimes,No,Never,No,5,Yes,1,5,All the above,I have no problem with Amazon yet. But others tell me about the refund issues ,544921
2023/06/06 7:40:11 PM GMT+5:30,30,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,categories,First page,2,Maybe,Often,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Yes,2,Sometimes,5,2,Customer service ,I don't have any problem with Amazon,427057
2023/06/09 2:35:29 PM GMT+5:30,57,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,Keyword,First page,3,Yes,Rarely,Found a better price elsewhere,Rarely,Yes,Moderately,Yes,5,No,5,3,Wide product selection,Customer service responsiveness,434187
2023/06/06 10:19:05 AM GMT+5:30,31,Others,Few times a month,Clothing and Fashion;others,Yes,Multiple times a day,categories,First page,4,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Occasionally,No,1,No,5,5,Customer service ,Add more familiar brands to the list,327300
2023/06/12 3:57:52 PM GMT+5:30,14,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,nan,First page,4,Yes,Sometimes,Found a better price elsewhere,Often,Yes,Heavily,Yes,2,Yes,4,2,Customer service ,User interface ,776260
2023/06/06 6:38:03 PM GMT+5:30,28,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a month,nan,First page,1,Yes,Often,High shipping costs,Never,Yes,Never,No,4,No,5,4,All the above,User interface of app,503719
2023/06/07 2:19:05 PM GMT+5:30,38,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a week,nan,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Never,Yes,Never,Yes,4,No,2,1,Competitive prices,Reducing packaging waste,947343
2023/06/09 2:22:25 PM GMT+5:30,66,Female,Less than once a month,Home and Kitchen,Yes,Rarely,Filter,Multiple pages,3,No,Rarely,Found a better price elsewhere,Always,Yes,Never,No,4,Yes,1,2,Wide product selection,Nothing,332074
